A0,A1,A2,A3,A4,A5,A6,A7,A8,A8,OUTCOME
0.22,0.54,0.49,0.66,0.34,0.56,0.81,0.91,1.06,1.03,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.81,0.91,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.9,1.07,1.08,PILL
0.22,0.55,0.49,0.64,0.34,0.55,0.81,0.89,1.06,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.81,0.87,1.02,1.09,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.81,0.85,0.97,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.97,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.9,0.92,PILL
0.22,0.54,0.49,0.63,0.34,0.52,0.81,0.86,0.92,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.81,0.88,0.97,0.92,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.04,0.99,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.81,0.91,1.07,1.03,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.81,0.91,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.08,1.09,PILL
0.22,0.54,0.49,0.64,0.34,0.55,0.81,0.89,1.06,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.81,0.87,1.01,1.08,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.81,0.85,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.84,0.93,1,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.96,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.81,0.84,0.9,0.92,PILL
0.22,0.54,0.49,0.64,0.34,0.52,0.81,0.86,0.92,0.9,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.81,0.89,0.98,0.93,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.04,1,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.81,0.91,1.07,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.07,1.06,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.81,0.91,1.08,1.09,PILL
0.22,0.55,0.49,0.63,0.34,0.55,0.81,0.89,1.06,1.1,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.81,0.87,1.01,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.81,0.85,0.96,1.04,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.81,0.85,0.93,1,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.96,PILL
0.22,0.55,0.49,0.62,0.34,0.5,0.81,0.84,0.9,0.92,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.81,0.86,0.93,0.9,PILL
0.22,0.54,0.49,0.65,0.34,0.55,0.81,0.89,0.99,0.94,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.05,1,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.81,0.91,1.07,1.04,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.81,0.91,1.07,1.06,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.08,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.81,0.89,1.06,1.1,PILL
0.22,0.54,0.49,0.62,0.34,0.52,0.81,0.87,1.01,1.08,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.81,0.85,0.96,1.03,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.81,0.85,0.93,1,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.81,0.84,0.91,0.96,PILL
0.22,0.54,0.49,0.62,0.34,0.51,0.81,0.85,0.9,0.92,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.81,0.87,0.93,0.9,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.81,0.89,0.99,0.94,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.05,1.01,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.81,0.91,1.07,1.04,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.08,1.07,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.81,0.91,1.08,1.09,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.81,0.89,1.05,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.81,0.87,1,1.08,PILL
0.22,0.54,0.49,0.61,0.34,0.51,0.81,0.85,0.96,1.03,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.93,0.99,PILL
0.22,0.54,0.49,0.6,0.34,0.5,0.82,0.84,0.91,0.96,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.82,0.85,0.9,0.92,PILL
0.22,0.54,0.49,0.64,0.34,0.53,0.82,0.87,0.94,0.9,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.82,0.9,1,0.94,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.91,1.05,1.01,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.91,1.07,1.05,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.91,1.08,1.07,PILL
0.22,0.54,0.49,0.65,0.34,0.56,0.82,0.91,1.08,1.09,PILL
0.22,0.54,0.49,0.63,0.34,0.54,0.82,0.89,1.05,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.82,0.87,1,1.07,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.96,1.03,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.82,0.85,0.93,0.99,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.91,0.96,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.82,0.85,0.91,0.92,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.82,0.87,0.94,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.82,0.9,1,0.95,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.06,1.01,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.91,1.07,1.05,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.08,1.07,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.08,1.09,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.82,0.89,1.05,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.82,0.87,1,1.07,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.96,1.03,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.93,0.99,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.82,0.85,0.91,0.95,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.82,0.85,0.91,0.91,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.82,0.87,0.95,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.82,0.9,1.01,0.96,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.06,1.02,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.92,1.07,1.05,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.08,1.07,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.08,1.1,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.82,0.89,1.05,1.1,PILL
0.22,0.55,0.49,0.61,0.34,0.52,0.82,0.87,0.99,1.07,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.95,1.02,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.93,0.99,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.82,0.85,0.91,0.95,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.82,0.86,0.91,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.54,0.82,0.88,0.95,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.02,0.96,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.07,1.03,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.92,1.08,1.05,PILL
0.22,0.55,0.49,0.65,0.34,0.57,0.82,0.92,1.08,1.08,PILL
0.22,0.55,0.49,0.64,0.34,0.56,0.82,0.91,1.08,1.1,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.82,0.89,1.05,1.1,PILL
0.22,0.55,0.49,0.61,0.34,0.52,0.82,0.87,0.99,1.07,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.95,1.02,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.93,0.99,PILL
0.22,0.54,0.49,0.61,0.34,0.5,0.82,0.85,0.91,0.95,PILL
0.22,0.55,0.49,0.63,0.34,0.51,0.82,0.86,0.91,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.54,0.82,0.88,0.96,0.92,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.91,1.03,0.97,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.07,1.03,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.08,1.06,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.08,1.08,PILL
0.22,0.55,0.49,0.64,0.34,0.55,0.82,0.91,1.08,1.1,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.82,0.89,1.04,1.1,PILL
0.22,0.55,0.49,0.61,0.34,0.52,0.82,0.87,0.99,1.06,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.95,1.02,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.92,0.98,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.82,0.85,0.91,0.94,PILL
0.22,0.55,0.49,0.63,0.34,0.52,0.82,0.86,0.92,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.54,0.82,0.89,0.96,0.92,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.03,0.98,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.07,1.03,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.82,0.92,1.08,1.06,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.82,0.92,1.08,1.08,PILL
0.22,0.55,0.49,0.64,0.34,0.55,0.82,0.91,1.08,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.82,0.89,1.04,1.09,PILL
0.22,0.55,0.49,0.61,0.34,0.52,0.83,0.87,0.98,1.05,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.82,0.86,0.95,1.02,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.82,0.85,0.92,0.98,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.85,0.91,0.94,PILL
0.22,0.55,0.49,0.63,0.34,0.52,0.83,0.87,0.92,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.54,0.83,0.89,0.97,0.92,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.04,0.99,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.07,1.04,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.92,1.08,1.06,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.09,1.09,PILL
0.22,0.55,0.49,0.64,0.34,0.55,0.83,0.91,1.07,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.83,0.88,1.03,1.09,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.87,0.98,1.05,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.86,0.94,1.01,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.83,0.85,0.92,0.97,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.85,0.91,0.93,PILL
0.22,0.55,0.49,0.63,0.34,0.52,0.83,0.87,0.93,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.83,0.9,0.98,0.93,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.92,1.05,1,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.08,1.04,PILL
0.22,0.55,0.49,0.66,0.34,0.57,0.83,0.92,1.08,1.07,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.09,1.09,PILL
0.22,0.55,0.49,0.64,0.34,0.55,0.83,0.91,1.07,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.53,0.83,0.88,1.02,1.09,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.86,0.97,1.05,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.94,1.01,PILL
0.22,0.55,0.49,0.6,0.34,0.5,0.83,0.85,0.92,0.97,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.91,0.93,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.83,0.87,0.93,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.83,0.9,0.99,0.94,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.92,1.05,1,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.92,1.08,1.05,PILL
0.22,0.55,0.49,0.66,0.34,0.57,0.83,0.92,1.08,1.07,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.09,1.09,PILL
0.22,0.55,0.49,0.63,0.34,0.55,0.83,0.9,1.07,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.83,0.88,1.02,1.09,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.87,0.97,1.04,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.94,1,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.92,0.97,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.83,0.86,0.91,0.93,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.83,0.87,0.94,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.83,0.91,1,0.95,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.93,1.06,1.01,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.93,1.08,1.05,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.92,1.08,1.07,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.09,1.1,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.83,0.9,1.06,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.83,0.88,1.01,1.08,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.87,0.97,1.04,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.94,1,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.92,0.97,PILL
0.22,0.55,0.49,0.62,0.34,0.51,0.83,0.86,0.91,0.92,PILL
0.22,0.55,0.49,0.64,0.34,0.53,0.83,0.88,0.94,0.91,PILL
0.22,0.55,0.49,0.65,0.34,0.55,0.83,0.91,1.01,0.95,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.93,1.06,1.02,PILL
0.22,0.55,0.49,0.66,0.34,0.56,0.83,0.93,1.08,1.05,PILL
0.22,0.55,0.49,0.66,0.34,0.57,0.83,0.92,1.09,1.08,PILL
0.22,0.55,0.49,0.65,0.34,0.56,0.83,0.92,1.09,1.1,PILL
0.22,0.55,0.49,0.63,0.34,0.54,0.83,0.9,1.06,1.11,PILL
0.22,0.55,0.49,0.62,0.34,0.52,0.83,0.88,1.01,1.08,PILL
0.22,0.55,0.49,0.61,0.34,0.51,0.83,0.87,0.96,1.03,PILL
0.22,0.55,0.49,0.61,0.34,0.5,0.83,0.86,0.94,1,PILL
